Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind
2021-03-31 00:37:15,Crypto Earn,LTC,0.00060104,,,USD,0.12,0.12,crypto_earn_interest_paid
2021-03-31 00:37:15,Crypto Earn,BTC,0.00001812,,,USD,1.06,1.06,crypto_earn_interest_paid
2021-03-31 00:37:14,Crypto Earn,ETH,0.00032536,,,USD,0.6,0.6,crypto_earn_interest_paid
2021-03-31 00:37:14,Crypto Earn,XLM,0.58727123,,,USD,0.23,0.23,crypto_earn_interest_paid
2021-03-30 18:19:20,CRO Rewards,CRO,0.18371419,,,USD,0.04,0.04,referral_card_cashback
2021-03-30 18:19:19,CRO Rewards,CRO,3.99578354,,,USD,0.87,0.87,referral_card_cashback
2021-03-29 20:51:54,CRO Rewards,CRO,0.70458566,,,USD,0.15,0.15,referral_card_cashback
2021-03-29 17:52:33,CRO Rewards,CRO,1.15678242,,,USD,0.25,0.25,referral_card_cashback
2021-03-29 17:19:03,CRO Rewards,CRO,1.43107281,,,USD,0.31,0.31,referral_card_cashback
2021-03-29 17:05:18,CRO Rewards,CRO,6.4123565,,,USD,1.38,1.38,referral_card_cashback
2021-03-29 10:01:35,Competition Reward,BNT,0.061369863,,,USD,0.44,0.44,campaign_reward
2021-03-29 07:50:13,CRO Rewards,CRO,6.18501395,,,USD,1.26,1.26,referral_card_cashback
2021-03-29 00:31:57,Crypto Earn,ADA,0.14805479,,,USD,0.17,0.17,crypto_earn_interest_paid
2021-03-29 00:31:56,Crypto Earn,BNB,0.00076712,,,USD,0.21,0.21,crypto_earn_interest_paid
2021-03-27 20:09:00,CRO Rewards,CRO,0.49233578,,,USD,0.1,0.1,referral_card_cashback
2021-03-27 18:42:26,CRO Rewards,CRO,9.20211234,,,USD,1.87,1.87,referral_card_cashback
2021-03-26 23:17:05,CRO Rewards,CRO,16.55036064,,,USD,3.43,3.43,referral_card_cashback
2021-03-26 02:25:15,CRO Rewards,CRO,1.58967508,,,USD,0.32,0.32,referral_card_cashback
2021-03-26 00:31:22,Crypto Earn,BNT,0.01534247,,,USD,0.1,0.1,crypto_earn_interest_paid
2021-03-25 02:23:31,Convert Dust,CRO,1.039005961447375372,,,USD,0.2,0.2,dust_conversion_credited
2021-03-25 02:23:31,Convert Dust,USDC,-0.000202,,,USD,0.0,0.0,dust_conversion_debited
2021-03-25 02:23:31,Convert Dust,LTC,-0.00120208,,,USD,-0.21,-0.21,dust_conversion_debited
2021-03-25 02:23:16,Convert Dust,CRO,18.202316718876896961,,,USD,3.59,3.59,dust_conversion_credited
2021-03-25 02:23:16,Convert Dust,ADA,-0.14805479,,,USD,-0.16,-0.16,dust_conversion_debited
2021-03-25 02:23:16,Convert Dust,XLM,-1.17454246,,,USD,-0.41,-0.41,dust_conversion_debited
2021-03-25 02:23:16,Convert Dust,BNB,-0.00076712,,,USD,-0.18,-0.18,dust_conversion_debited
2021-03-25 02:23:16,Convert Dust,BTC,-0.00005436,,,USD,-2.82,-2.82,dust_conversion_debited
2021-03-25 02:23:16,Convert Dust,BNT,-0.01534247,,,USD,-0.1,-0.1,dust_conversion_debited
2021-03-25 02:06:02,Withdraw CRO,CRO,-8546.96040313,,,USD,-1704.78,-1704.78,crypto_withdrawal
2021-03-25 01:55:22,CRO Rewards,CRO,74.31918401,,,USD,15.29,15.29,referral_card_cashback
2021-03-24 00:57:25,Crypto Earn,LTC,0.00060104,,,USD,0.11,0.11,crypto_earn_interest_paid
2021-03-24 00:57:25,Crypto Earn,BTC,0.00001812,,,USD,0.96,0.96,crypto_earn_interest_paid
2021-03-24 00:57:24,Crypto Earn,ETH,0.00032536,,,USD,0.53,0.53,crypto_earn_interest_paid
2021-03-24 00:57:23,Crypto Earn,XLM,0.58727123,,,USD,0.23,0.23,crypto_earn_interest_paid
2021-03-23 20:34:02,CRO Rewards,CRO,0.43426602,,,USD,0.09,0.09,referral_card_cashback
2021-03-23 12:00:45,USDC -> CRO,USDC,-822.499727,CRO,4106.59,USD,800.51,800.51,crypto_exchange
2021-03-23 11:59:51,LINK -> CRO,LINK,-3.069,CRO,413.98727711,USD,82.09,82.09,crypto_exchange
2021-03-23 11:59:27,ENJ -> USDC,ENJ,-400.0,USDC,822.499929,USD,824.15,824.15,crypto_exchange
2021-03-22 07:52:08,CRO Rewards,CRO,5.68177873,,,USD,1.26,1.26,referral_card_cashback
2021-03-22 01:41:34,Crypto Earn,ADA,0.14805479,,,USD,0.17,0.17,crypto_earn_interest_paid
2021-03-22 01:41:34,Crypto Earn,BNB,0.00076712,,,USD,0.2,0.2,crypto_earn_interest_paid
2021-03-21 03:03:38,Card Rebate: Spotify,CRO,47.2385389,,,USD,9.99,9.99,reimbursement
2021-03-20 17:47:41,ETH -> CRO,ETH,-0.2506,CRO,2056.23887161,USD,459.36,459.36,crypto_exchange
2021-03-20 17:47:12,CELR -> CRO,CELR,-3000.0,CRO,844.22433059,USD,189.11,189.11,crypto_exchange
2021-03-20 17:37:29,CRO Rewards,CRO,4.58625808,,,USD,1.03,1.03,referral_card_cashback
2021-03-19 22:42:27,CRO Rewards,CRO,3.42800575,,,USD,0.83,0.83,referral_card_cashback
2021-03-19 22:18:57,CRO Rewards,CRO,0.33082338,,,USD,0.08,0.08,referral_card_cashback
2021-03-19 19:45:10,CRO -> ETH,CRO,-1949.81027814,ETH,0.25,USD,452.93,452.93,crypto_exchange
2021-03-19 19:41:08,ONG -> CRO,ONG,-560.0,CRO,1917.34197217,USD,453.29,453.29,crypto_exchange
2021-03-19 19:15:02,CRO -> ONG,CRO,-1004.12929313,ONG,280.0,USD,226.54,226.54,crypto_exchange
2021-03-19 19:14:32,UNI -> CRO,UNI,-7.0,CRO,991.96343816,USD,232.91,232.91,crypto_exchange
2021-03-19 19:12:44,CRO -> ONG,CRO,-1004.0437771,ONG,280.0,USD,226.51,226.51,crypto_exchange
2021-03-19 19:12:12,USDC -> CRO,USDC,-236.7743,CRO,1001.1,USD,231.75,231.75,crypto_exchange
2021-03-19 19:10:20,ONE -> USDC,ONE,-2000.0,USDC,236.7743,USD,236.54,236.54,crypto_exchange
2021-03-19 05:58:39,CRO Rewards,CRO,6.20589474,,,USD,1.4,1.4,referral_card_cashback
2021-03-19 01:01:22,Crypto Earn,BNT,0.01534247,,,USD,0.12,0.12,crypto_earn_interest_paid
2021-03-18 05:13:50,CRO Rewards,CRO,1.31753705,,,USD,0.27,0.27,referral_card_cashback
2021-03-17 18:21:42,CRO Rewards,CRO,5.59568036,,,USD,1.07,1.07,referral_card_cashback
2021-03-17 09:16:45,CRO Rewards,CRO,-4.59186587,,,USD,-0.86,-0.86,card_cashback_reverted
2021-03-17 00:06:40,Crypto Earn,LTC,0.00060104,,,USD,0.12,0.12,crypto_earn_interest_paid
2021-03-17 00:06:40,Crypto Earn,BTC,0.00001812,,,USD,1.03,1.03,crypto_earn_interest_paid
2021-03-17 00:06:39,Crypto Earn,ETH,0.00032536,,,USD,0.58,0.58,crypto_earn_interest_paid
2021-03-17 00:06:38,Crypto Earn,XLM,0.58727123,,,USD,0.23,0.23,crypto_earn_interest_paid
2021-03-16 21:22:09,CRO Rewards,CRO,0.52489767,,,USD,0.1,0.1,referral_card_cashback
2021-03-16 20:24:11,CRO Rewards,CRO,0.20973713,,,USD,0.04,0.04,referral_card_cashback
2021-03-16 20:24:10,CRO Rewards,CRO,4.35204535,,,USD,0.83,0.83,referral_card_cashback
2021-03-15 14:40:41,Convert Dust,CRO,6.700044006811120493,,,USD,1.15,1.15,dust_conversion_credited
2021-03-15 14:40:41,Convert Dust,XLM,-0.58727123,,,USD,-0.22,-0.22,dust_conversion_debited
2021-03-15 14:40:41,Convert Dust,LTC,-0.00060104,,,USD,-0.12,-0.12,dust_conversion_debited
2021-03-15 14:40:41,Convert Dust,BNB,-0.00153424,,,USD,-0.39,-0.39,dust_conversion_debited
2021-03-15 14:40:41,Convert Dust,BNT,-0.01534247,,,USD,-0.12,-0.12,dust_conversion_debited
2021-03-15 14:40:41,Convert Dust,ADA,-0.29610958,,,USD,-0.31,-0.31,dust_conversion_debited
2021-03-15 14:36:55,Buy CELR,CELR,3000.0,,,USD,188.88,188.88,crypto_purchase
2021-03-15 14:36:23,Buy ONE,ONE,2000.0,,,USD,191.59,191.59,crypto_purchase
2021-03-15 14:28:02,Buy ENJ,ENJ,400.0,,,USD,1123.73,1123.73,crypto_purchase
2021-03-15 08:13:31,CRO Rewards,CRO,7.05811022,,,USD,1.26,1.26,referral_card_cashback
2021-03-15 06:24:42,CRO Rewards,CRO,4.33685947,,,USD,0.8,0.8,referral_card_cashback
2021-03-15 02:06:17,Crypto Earn,ADA,0.14805479,,,USD,0.16,0.16,crypto_earn_interest_paid
2021-03-15 02:06:17,Crypto Earn,BNB,0.00076712,,,USD,0.2,0.2,crypto_earn_interest_paid
2021-03-15 01:08:21,CRO Rewards,CRO,2.61770455,,,USD,0.49,0.49,referral_card_cashback
2021-03-14 21:07:32,CRO Rewards,CRO,4.59186587,,,USD,0.86,0.86,referral_card_cashback
2021-03-14 09:16:32,CRO Rewards,CRO,-18.84800758,,,USD,-3.53,-3.53,card_cashback_reverted
2021-03-14 05:47:20,CRO Rewards,CRO,1.07943983,,,USD,0.21,0.21,referral_card_cashback
2021-03-14 04:05:30,CRO Rewards,CRO,1.43701939,,,USD,0.28,0.28,referral_card_cashback
2021-03-14 03:10:00,CRO Rewards,CRO,0.97160183,,,USD,0.19,0.19,referral_card_cashback
2021-03-13 23:09:07,CRO Rewards,CRO,4.346249,,,USD,0.86,0.86,referral_card_cashback
2021-03-13 22:59:51,CRO Rewards,CRO,1.01075558,,,USD,0.2,0.2,referral_card_cashback
2021-03-13 22:26:54,CRO Rewards,CRO,3.0384582,,,USD,0.6,0.6,referral_card_cashback
2021-03-13 21:30:22,CRO Rewards,CRO,1.46484936,,,USD,0.29,0.29,referral_card_cashback
2021-03-12 19:58:43,CRO Rewards,CRO,18.84800758,,,USD,3.53,3.53,referral_card_cashback
2021-03-12 00:14:27,Crypto Earn,BNT,0.01534247,,,USD,0.13,0.13,crypto_earn_interest_paid
2021-03-10 00:48:01,Crypto Earn,LTC,0.00060104,,,USD,0.12,0.12,crypto_earn_interest_paid
2021-03-10 00:48:01,Crypto Earn,BTC,0.00001812,,,USD,1.0,1.0,crypto_earn_interest_paid
2021-03-10 00:48:00,Crypto Earn,ETH,0.00032536,,,USD,0.6,0.6,crypto_earn_interest_paid
2021-03-10 00:47:59,Crypto Earn,XLM,0.58727123,,,USD,0.25,0.25,crypto_earn_interest_paid
2021-03-09 16:12:21,CRO Rewards,CRO,4.68734878,,,USD,0.79,0.79,referral_card_cashback
2021-03-09 03:34:02,CRO Rewards,CRO,8.79504614,,,USD,1.43,1.43,referral_card_cashback
2021-03-08 09:06:48,CRO Rewards,CRO,6.20035377,,,USD,0.97,0.97,referral_card_cashback
2021-03-08 00:09:30,Crypto Earn,ADA,0.14805479,,,USD,0.17,0.17,crypto_earn_interest_paid
2021-03-08 00:09:29,Crypto Earn,BNB,0.00076712,,,USD,0.18,0.18,crypto_earn_interest_paid
2021-03-07 18:47:08,Convert Dust,CRO,874.536985676610982636,,,USD,135.31,135.31,dust_conversion_credited
2021-03-07 18:47:08,Convert Dust,BTC,-0.00003624,,,USD,-1.83,-1.83,dust_conversion_debited
2021-03-07 18:47:08,Convert Dust,LTC,-0.00120208,,,USD,-0.22,-0.22,dust_conversion_debited
2021-03-07 18:47:08,Convert Dust,XLM,-1.17454246,,,USD,-0.48,-0.48,dust_conversion_debited
2021-03-07 18:47:08,Convert Dust,ENJ,-100.0,,,USD,-133.47,-133.47,dust_conversion_debited
2021-03-07 18:47:07,Convert Dust,ETH,-0.00065072,,,USD,-1.08,-1.08,dust_conversion_debited
2021-03-06 21:34:09,CRO Rewards,CRO,1.82867577,,,USD,0.28,0.28,referral_card_cashback
2021-03-06 21:33:31,CRO Rewards,CRO,1.95543351,,,USD,0.3,0.3,referral_card_cashback
2021-03-06 21:23:07,CRO Rewards,CRO,0.98158635,,,USD,0.15,0.15,referral_card_cashback
2021-03-06 20:55:09,Buy ENJ,ENJ,100.0,,,USD,113.56,113.56,crypto_purchase
2021-03-06 20:16:51,CRO Rewards,CRO,3.71532368,,,USD,0.57,0.57,referral_card_cashback
2021-03-06 19:53:12,CRO Rewards,CRO,7.83202581,,,USD,1.2,1.2,referral_card_cashback
2021-03-06 06:02:48,CRO Rewards,CRO,2.73401426,,,USD,0.42,0.42,referral_card_cashback
2021-03-05 19:20:06,CRO Rewards,CRO,15.8250316,,,USD,2.38,2.38,referral_card_cashback
2021-03-05 01:08:26,Crypto Earn Deposit,BNT,-40.0,,,USD,-251.37,-251.37,crypto_earn_program_created
2021-03-05 01:07:10,Buy BNT,BNT,40.0,,,USD,257.79,257.79,crypto_purchase
2021-03-03 17:45:32,CRO Rewards,CRO,4.83089443,,,USD,0.76,0.76,referral_card_cashback
2021-03-03 00:18:36,Crypto Earn,LTC,0.00060104,,,USD,0.11,0.11,crypto_earn_interest_paid
2021-03-03 00:18:35,Crypto Earn,BTC,0.00001812,,,USD,0.87,0.87,crypto_earn_interest_paid
2021-03-03 00:18:35,Crypto Earn,ETH,0.00032536,,,USD,0.48,0.48,crypto_earn_interest_paid
2021-03-03 00:18:35,Crypto Earn,XLM,0.58727123,,,USD,0.24,0.24,crypto_earn_interest_paid
2021-03-02 13:43:08,CRO Rewards,CRO,13.89376447,,,USD,2.19,2.19,referral_card_cashback
2021-03-01 16:55:23,CRO Rewards,CRO,1.39597696,,,USD,0.21,0.21,referral_card_cashback
2021-03-01 15:33:21,Crypto Earn Deposit,ADA,-386.0,,,USD,-480.54,-480.54,crypto_earn_program_created
2021-03-01 15:32:21,Crypto Earn Deposit,BNB,-2.0,,,USD,-511.48,-511.48,crypto_earn_program_created
2021-03-01 15:28:09,Buy BNB,BNB,2.0,,,USD,514.94,514.94,crypto_purchase
2021-03-01 15:23:36,Buy ADA,ADA,386.0,,,USD,498.23,498.23,crypto_purchase
2021-03-01 10:39:18,CRO Rewards,CRO,1.38450931,,,USD,0.2,0.2,referral_card_cashback
2021-03-01 08:52:36,CRO Rewards,CRO,6.67842799,,,USD,0.96,0.96,referral_card_cashback
2021-02-28 22:26:44,CRO Rewards,CRO,5.40306806,,,USD,0.74,0.74,referral_card_cashback
2021-02-28 17:48:51,CRO Rewards,CRO,6.22253433,,,USD,0.81,0.81,referral_card_cashback
2021-02-27 10:26:43,CRO Rewards,CRO,-0.1284522,,,USD,-0.02,-0.02,card_cashback_reverted
2021-02-26 03:33:17,CRO Rewards,CRO,1.66770848,,,USD,0.26,0.26,referral_card_cashback
2021-02-26 03:33:03,CRO Rewards,CRO,0.1284522,,,USD,0.02,0.02,referral_card_cashback
2021-02-25 14:24:09,CRO Rewards,CRO,4.00120785,,,USD,0.7,0.7,referral_card_cashback
2021-02-25 14:13:43,CRO Rewards,CRO,5.53756173,,,USD,0.98,0.98,referral_card_cashback
2021-02-24 20:14:41,CRO Rewards,CRO,1.32631208,,,USD,0.21,0.21,referral_card_cashback
2021-02-24 16:39:22,CRO Rewards,CRO,2.08726833,,,USD,0.34,0.34,referral_card_cashback
2021-02-24 16:19:51,CRO Rewards,CRO,0.80106222,,,USD,0.13,0.13,referral_card_cashback
2021-02-24 00:27:58,Crypto Earn,LTC,0.00060104,,,USD,0.1,0.1,crypto_earn_interest_paid
2021-02-24 00:27:57,Crypto Earn,BTC,0.00001812,,,USD,0.85,0.85,crypto_earn_interest_paid
2021-02-24 00:27:57,Crypto Earn,ETH,0.00032536,,,USD,0.48,0.48,crypto_earn_interest_paid
2021-02-24 00:27:57,Crypto Earn,XLM,0.58727123,,,USD,0.21,0.21,crypto_earn_interest_paid
2021-02-23 15:12:17,Convert Dust,CRO,0.727547873,,,USD,0.11,0.11,dust_conversion_credited
2021-02-23 15:12:17,Convert Dust,TUSD,-0.11,,,USD,-0.11,-0.11,dust_conversion_debited
2021-02-23 15:11:51,TUSD -> USD,TUSD,-999.89,,,USD,-990.51,-990.51,card_top_up
2021-02-23 15:10:56,Buy TUSD,TUSD,1000.0,,,USD,1012.95,1012.95,crypto_purchase
2021-02-20 18:06:44,Buy UNI,UNI,7.0,,,USD,216.35,216.35,crypto_purchase
2021-02-19 00:13:11,USD -> LINK,USD,-100.42,LINK,3.069,USD,100.42,100.42,van_purchase
2021-02-18 21:59:25,BNT -> USD,BNT,-17.0,USD,100.43,USD,-100.43,-100.43,crypto_to_van_sell_order
2021-02-18 21:28:10,Buy BNT,BNT,17.0,,,USD,104.19,104.19,crypto_purchase
2021-02-17 15:50:30,Convert Dust,CRO,0.162453793924489985,,,USD,0.02,0.02,dust_conversion_credited
2021-02-17 15:50:30,Convert Dust,XLM,-0.0323446,,,USD,-0.02,-0.02,dust_conversion_debited
2021-02-17 15:48:48,Crypto Earn Deposit,LTC,-1.567,,,USD,-353.14,-353.14,crypto_earn_program_created
2021-02-17 15:48:16,Crypto Earn Deposit,BTC,-0.021,,,USD,-1066.93,-1066.93,crypto_earn_program_created
2021-02-17 15:47:48,Crypto Earn Deposit,ETH,-0.377,,,USD,-677.25,-677.25,crypto_earn_program_created
2021-02-17 15:46:26,Crypto Earn Deposit,XLM,-1531.1,,,USD,-745.46,-745.46,crypto_earn_program_created
2021-02-17 15:21:50,CRO -> XLM,CRO,-2999.14567732,XLM,582.8,USD,285.58,285.58,crypto_exchange
2021-02-17 15:21:21,DOGE -> CRO,DOGE,-1448.0,CRO,768.9486462,USD,74.8,74.8,crypto_exchange
2021-02-17 15:21:06,ADA -> CRO,ADA,-110.0,CRO,968.75735001,USD,93.72,93.72,crypto_exchange
2021-02-17 15:20:47,DOT -> CRO,DOT,-4.0,CRO,1261.43968111,USD,122.15,122.15,crypto_exchange
2021-02-14 19:59:27,Buy XLM,XLM,650.0,,,USD,339.56,339.56,crypto_purchase
2021-02-13 16:56:21,Buy DOT,DOT,4.0,,,USD,113.98,113.98,crypto_purchase
2021-02-13 16:55:13,Buy ADA,ADA,110.0,,,USD,100.44,100.44,crypto_purchase
2021-02-12 20:01:34,Buy DOGE,DOGE,1448.0,,,USD,100.02,100.02,crypto_purchase
2021-02-12 19:56:28,Buy LTC,LTC,1.567,,,USD,300.01,300.01,crypto_purchase
2021-02-12 19:55:37,Buy ETH,ETH,0.377,,,USD,698.42,698.42,crypto_purchase
2021-02-12 19:54:27,Buy BTC,BTC,0.021,,,USD,999.5,999.5,crypto_purchase
2021-02-12 19:51:19,XLM Deposit,XLM,298.3323446,,,USD,146.49,146.49,crypto_deposit
2021-02-12 15:32:05,CRO Stake,CRO,-5000.0,,,USD,-428.98,-428.98,lockup_lock
2021-02-12 15:32:02,Buy CRO,CRO,5000.0,,,USD,430.7,430.7,crypto_purchase
